paper_id,title,year
233177986,Bose-Einstein condensation of optically trapped cesium,2003
240746637,Experimental tests of quantum nonlinear dynamics in atom optics,2003
286890870,Quantum limits of stochastic cooling of a bosonic gas,2003
348715417,Slow rotation of a superfluid trapped Fermi gas,2003
106707664,Equilibration time scales in homogeneous Bose–Einstein condensate dynamics,2003
80374718,Best mean-field for condensates,2003
10662125,Droplets of mixtures of – at finite vorticity,2003
372011132,Cooling Dynamics of Ultracold Two-Species Fermi-Bose Mixtures,2003
247691918,q-Gaussian trial function in high density Bose–Einstein condensates,2003
336461540,Laser cooling and trapping of atoms,2003
205696052,A Bose–Einstein condensate immersed in a Fermi sea: observation of ultra-cold mixture of Bose and Fermi gases,2003
114925881,Chapter 14 – Related Concepts,2003
343028794,Counting statistics and fluctuations in Bose-Einstein condensation,2003
51636427,Experiments with Degenerate Bose and Fermi Gases,2003
48817791,Dynamics and thermodynamics in spinor quantum gases,2004
25938785,AO-LINEARES EM CONDENSADOS DE BOSE-EINSTEIN,2004
27677866,Quantum coherent tunneling between two atomic-molecular Bose-Einstein condensates,2004
174064916,Potential harmonics expansion method for trapped interacting bosons: Inclusion of two-body correlation,2004
216329124,Imperfect Fermi gas: Kinetic and interaction energies,2004
60986109,Неидеальные бозе-газы: корреляционные неравенства и бозе-конденсация@@@Nonideal Bose Gases: Correlation Inequalities and Bose Condensation,2004
409632668,Stability of giant vortices in quantum liquids.,2004
147089235,Technique of quantum-state transfer for a double- Λ atomic beam,2004
136723699,Aspects of hyperspherical adiabaticity in an atomic-gas Bose-Einstein condensate,2004
351396438,Discretization and solution of the inhomogeneous Bogoliubov-de Gennes equations,2004
101655524,Stability of the Bose system in Bose-Fermi mixture with attraction between bosons and fermions,2004
492723167,Self-similar solutions and collective coordinate methods for nonlinear Schrödinger equations,2004
159109209,Нелинейное нестационарное уравнение Шредингера для задачи о взаимодействии бозе-эйнштейновского конденсата разреженных газов с электромагнитным полем@@@Nonlinear Nonstationary Schrödinger Equation for the Problem of a Bose - Einstein Condensate of Dilute Gases Interacting with an Electromagnetic Field,2004
459341062,Collapse of a Bose-Einstein condensate induced by fluctuations of the laser intensity,2004
285430966,Critical temperature of Bose–Einstein condensation of a dilute Bose gas,2004
55121505,Quasiperiodic Dynamics in Bose-Einstein Condensates in Periodic Lattices and Superlattices,2004
165902803,CRITICAL PROPERTIES AND DISTRIBUTIONS OF TWO-DIMENSIONAL BOSE–EINSTEIN CONDENSATION,2004
76027823,Numerical methods for bifurcation problems,2004
210415923,"Quantum Tomography, Wave Packets and Solitons",2004
227712263,A perturbative analysis of modulated amplitude waves in Bose–Einstein condensates,2004
186280498,The thermal conductivity of a trapped Bose-condensed gas,2004
230671880,Quantum phase transition in an atomic Bose gas near a Feshbach resonance,2004
443098546,Spatial chaos of trapped Bose–Einstein condensate in one-dimensional weak optical lattice potential,2004
50713007,Ground state correlations in a trapped quasi one-dimensional Bose gas,2004
150895124,First-principles quantum simulations of many-mode open interacting Bose gases using stochastic gauge methods,2004
29673528,Controlling atomic motion: from single particle classical mechanics to many body quantum dynamics,2004
353276968,Nonuniversal critical quantities from variational perturbation theory and their application to the Bose-Einstein condensation temperature shift,2004
152173802,Transition to Instability in a Kicked Bose-Einstein Condensate,2004
482207445,Design for an optical cw atom laser.,2004
176500897,Ultracold Atomic Fermi-Bose Mixtures in Bichromatic Optical Dipole Traps: A Novel Route to Study Fermion Superfluidity,2004
228753045,Rabi dynamics of coupled atomic and molecular Bose-Einstein condensates,2004
449844719,Limit to Minimally Destructive Optical Detection of Atoms,2004
401589301,Vortices in Bose-Einstein Condensates: Some Recent Developments,2004
486208019,Modulated amplitude waves in Bose-Einstein condensates,2004
99194472,PATTERN FORMING DYNAMICAL INSTABILITIES OF BOSE–EINSTEIN CONDENSATES,2004
356327015,A solvable model of a one-dimensional quantum gas with pair interaction,2004
25295327,Quantum Computation with,2004
243145090,Ultra-cold Collisions and Evaporative Cooling of Caesium in a Magnetic Trap,2004
451689456,Bose-Einstein condensation in a QUIC trap,2004
442275587,Phase transition of trapped interacting Bose gases and the renormalization group,2004
134679974,Enhanced Buffer Gas Loading: Cooling and Trapping of Atoms with Low Effective Magnetic Moments,2004
255696128,Fiber optics for quantum computers,2004
60839159,Spatially indirect excitons in coupled quantum wells,2004
54416982,Trap loss rate for heteronuclear cold collisions in two species magneto-optical trap,2004
112581693,Exact eigenstates for a class of models describing multiphoton processes in the presence of seven bosonic modes,2004
395956644,Bremsstrahlung from Charged Bose-Einstein Condensates,2004
458118295,Bose-Einstein condensation and strong-correlation behavior of phonons in ion traps,2004
174339414,"Quantum states of matter of simple bosonic systems: BECs, superfluids and quantum solids",2004
428676541,Formation of Bose-Einstein Condensates with Optical Trapping Method,2004
331794413,"Escort Husimi distributions, Fisher information and nonextensivity",2004
300192336,A Simple Dufort-Frankel-type Scheme for the Gross-Pitaevskii Equation of Bose-Einstein Condensates on Different Geometries,2004
293948129,Kinetic theory and Bose–Einstein condensation,2004
191213720,Numerical methods for atomic quantum gases with applications to Bose–Einstein condensates and to ultracold fermions,2004
437735804,Polariton lasing in a microcavity,2004
124556329,Soliton solutions in linear magnetic field and time-dependent laser field,2004
142798161,Dynamical mean-field study of strongly interacting Bose-Einstein condensate,2004
83426267,Numerical simulations of strongly correlated fermions confined in 1D optical lattices,2004
428241781,Photoassociation spectroscopy of ultracold Cs below the 6P1/2 limit.,2004
334371713,Prospect for BEC in a cesium gas: one-dimensional evaporative cooling in a hybrid magnetic and optical trap,2004
174704335,Boundary layers in Gross–Pitaevskii superflow around a disk,2004
401297205,Scattering of short laser pulses from trapped atoms in a double well potential,2004
16535538,Inhomogeneous superconductivity in condensed matter and QCD,2004
74152274,Experiments with Cold Atoms,2004
466705318,Atomic Bose-Fermi Mixtures in an Optical Lattice,2004
353368941,Theory of the weakly interacting Bose gas,2004
374108929,Efficient rapid production of a Bose-Einstein condensate by overcoming serious three-body loss,2004
54788944,Continuous measurement of atom-number moments of a Bose-Einstein condensate by photodetection,2004
397992850,Quantum enhancement of vibrational predissociation near the dissociation threshold,2004
439413763,Observation of Bose-Einstein Condensation of Triplons in Quasi 1D Spin-Gap System Pb2V3O9,2004
415413557,"Interwell exciton dispersion engineering, coherent phonons generation and optical detection of exciton condensate",2004
186418927,Fermi and Bose pressures in statistical mechanics,2004
420358108,Fast line-based experiment timing system for LabVIEW,2004
351939621,Physics with coherent matter waves,2004
289413438,Hartree-Fock-Bogoliubov treatment of the two-dimensional trapped Bose gas,2004
322068959,Creating a self-induced dark spontaneous-force optical trap for neutral atoms,2004
40994571,Spectroscopy of single molecules and clusters inside helium nanodroplets. Microscopic manifestation of 4He superfluidity,2004
247202342,Optical vortices and vortex solitons,2004
481407349,Atom-chip Bose-Einstein condensation in a portable vacuum cell,2004
231283922,Two-dimensional Bose-Einstein condensate in an optical surface trap.,2004
70017568,EDGE STATE IN ATOMIC HALL EFFECT,2004
393329548,Vortons in two component Bose-Einstein condensates,2004
298210368,Formation of \(\mathsf{NO(j' = 7.5)}\) molecules with sub-kelvin translational energy via molecular beam collisions with argon using the technique of molecular cooling by inelastic collisional energy-transfer,2004
72124560,Effects of a finite number of particles on the thermodynamic properties of a noninteracting trapped Fermi gas,2004
489069486,"Ground-state properties of artificial bosonic atoms, Bose interaction blockade, and the single-atom pipette",2004
312115703,Wave turbulence and Bose–Einstein condensates,2004
130651267,Stabilization of solitons of the multidimensional nonlinear Schrodinger equation: Matter-wave breathers,2004
304066978,Bose-Einstein condensation in tight-binding bands,2005
114887634,A Parrinello–Rahman approach to vortex lattices,2005
475233200,Controllable double-well optical trap for cold atoms or molecules and its one-dimensional and two-dimensional optical lattices,2005
393921753,Dynamics in two periodically driven and weakly coupled bose-instein condensates,2005
122492494,Nonclassical scissors mode of a vortex lattice in a Bose-Einstein condensate,2005
237828960,Collective exciton effects in spatially separated electron hole layers in semiconductors,2005
397458276,16.447 TFlops and 159-Billion-dimensional Exact-diagonalization for Trapped Fermion-Hubbard Model on the Earth Simulator,2005
487960923,EXACT EIGENSTATES AND SPECTRUM OF FOUR-MODE MIXING SYSTEM WITH MULTIPHOTON PROCESSES,2005
202156231,Controllable soliton emission from a Bose-Einstein condensate.,2005
179553278,Transition from the Bose–Einstein condensate to the Berezinskii–Kosterlitz–Thouless phase,2005
263681693,Quasiperiodic and Chaotic Dynamics in Bose-Einstein Condensates in Periodic Lattices and Superlattices,2005
239710176,Katholieke Universiteit Leuven Faculteit Wetenschappen Instituut voor Theoretische Fysica,2005
82025959,DYNAMICS OF THE GROUND STATE AND CENTRAL VORTEX STATES IN BOSE-EINSTEIN CONDENSATION,2005
139064366,Nonlinear lattice dynamics of Bose–Einstein condensates,2005
303076184,Quantum gases in trimerized kagome lattices,2005
176327758,Vortex matter in the charged bose liquid at absolute zero,2005
340179540,"Ground, Symmetric and Central Vortex States in Rotating Bose-Einstein Condensates",2005
36740413,Critical temperature of Bose-Einstein condensation for weakly interacting bose gas in a potential trap,2005
241349618,Magnetic Trapping Apparatus and Frequency Stabilization of a Ring Cavity Laser for,2005
395328082,Interference between a large number of independent Bose-Einstein condensates,2005
54472088,Effective size of a trapped atomic Bose gas,2005
47483072,On Quartet Superfluidity of Fermionic Atomic Gas,2005
251879786,Nonlinear Amplitude Equations and Soliton Excitations in Bose-Einstein Condensates,2005
167409963,Observation of ortho and para-excitons by time-resolved excitonic Lyman spectroscopy,2005
385196185,BOSE-EINSTEIN CONDENSATION OF MICROCAVITY POLARITONS,2005
476955704,Colloquium: Bulk Bogoliubov excitations in a Bose-Einstein condensate,2005
354319603,Two-mode entanglement in two-component Bose-Einstein condensates,2005
124896599,Experiments with Interacting Bose and Fermi Gases,2005
438254990,An Introduction to the Physics of Ultracold Atomic Gases,2005
64467380,Scanning standing-wave illumination microscopy : a path to nanometer resolution in X-ray microscopy,2005
59777386,Optical Feshbach Resonances in a Bose-Einstein Condensate,2005
361712971,ON THE CANONICAL FORMULATION OF ELECTRODYNAMICS AND WAVE MECHANICS,2005
23030125,Phase separation of ferromagnetic spin-1 Bose gases in non-zero magnetic field,2005
416873696,Optically plugged quadrupole trap for Bose-Einstein condensates,2005
199533906,Effective magnetic fields in degenerate atomic gases induced by light beams with orbital angular momenta,2005
197015054,General limit to nondestructive optical detection of atoms,2005
179792709,Trapping Fermionic 40K and Bosonic 87Rb on a Chip,2005
391222396,Echo responses of an ensemble of cold atoms in optical lattices,2005
260198802,Cold quantum gases: coherent quantum phenomena from Bose-Einstein condensation to BCS pairing of fermions,2005
2945228,Bose-Einstein Condensates in Superlattices ∗,2005
301266056,Reconstruction of the phase of matter-wave fields using a momentum-resolved cross-correlation technique,2005
150805824,Condensation kinetics of excitons,2005
340501603,A second century of Einstein?BoseEinstein condensation and quantum information,2005
189831456,"Laser cooling and loading of Rb into a large period, quasi-electrostatic, optical lattice",2005
164948753,Precision control of magneto-optically cooled rubidium atoms (Invited Paper),2005
201423640,Ultracold quantum dynamics: spin-polarized K + K_2 collisions with three identical bosons or fermions,2005
77012069,Measurements of temperature scaling laws in an optically dense magneto-optical trap,2005
313467391,Switching and Self-Trapping of Two Coupled Bose–Einstein Condensates in Trap Potentials with a Localized Impurity,2005
258950988,Entanglement in the Bogoliubov vacuum,2005
123929997,Functional Integral Approach Study of Spatial Distribution for an Attractive BEC,2005
436397903,Quantum criticality in ultracold atoms on optical lattices,2005
138661989,Nonlinear X waves,2005
24920115,Quantum optics of ultra-cold molecules,2005
111484125,16.14 TFLOPS eigenvalue solver on the earth simulator: exact diagonalization for ultra largescale hamiltonian matrix,2005
392315077,Inferring the time-dependent complex Ginzburg-Landau equation from modulus data.,2005
65878086,Bose-Einstein condensates and the numerical solution of the Gross-Pitaevskii equation,2005
166989889,Collisions in a cesium hybrid optical and magnetic trap,2005
351090767,Boundary layers and emitted excitations in nonlinear Schrodinger superflow past a disk,2005
413439365,Nonlinear Schrodinger Equation with Dissipation: Two Models for Bose-Einstein Condensates,2005
400600109,A Survey of Atom Interferometer Beam-Combination Configurations and Beam Splitter Designs,2005
279622366,Coherent Interactions in Rare-Earth-Ion-Doped Crystals for Applications in Quantum Information Science,2005
459425324,Bose-Einstein condensates in magnetic double well potentials,2005
232620138,Intracavity sum-frequency generation of 3.23 W continuous-wave yellow light in an Nd:YAG laser,2005
343219727,Exploring Quantum Matter with Ultracold Atoms in Optical Lattices,2005
256368741,Field-induced Bose-Einstein condensation of interacting dilute magnons in three-dimensional spin systems : A renormalization-group study,2005
247481636,Ward-Takahashi relation at finite temperature in Bose-Einstein condensation of trapped neutral atoms,2005
136529245,Particle densities for dilute hard-sphere Bose or Fermi gases in an external potential,2005
97109490,Dynamics of the Bose–Einstein condensation,2005
129075154,Classical and quantum chaos in atom optics,2005
256416192,Laser cooling and trapping of neutral atoms to ultralow temperatures,2005
52067339,A high frequency optical trap for atoms using Hermite-Gaussian beams,2005
30466974,INFLUENCE OF INTRINSIC DECOHERENCE ON NONCLASSICAL PROPERTIES OF THE OUTPUT OF A BOSE–EINSTEIN CONDENSATE,2005
496881934,Entanglement with quantum gates in an optical lattice,2005
156083123,Bose¿Einstein condensation in ultracold atomic gases,2005
333240738,Relation between generalized Bogoliubov and Bogoliubov–de Gennes approaches including Nambu–Goldstone mode,2005
165943362,Correlations and Counting Statistics of an Atom Laser,2005
156964958,"Ab initio calculation of the NH(3sigma-)-NH(3sigma-) interaction potentials in the quintet, triplet, and singlet states.",2005
330858260,NOVEL MOTT-INSULATOR PHASES AND QUANTUM CRITICAL POINTS IN OPTICAL LATTICES,2005
207957042,Optical control of atoms laser instability,2005
236268561,Complex chemical potential : Signature of decay in a bose-einstein condensate,2005
405623120,"Atom optics, guided atoms, and atom interferometry",2005
336714304,Two-dimensional nanolithography using atom interferometry,2005
399152957,Quantum-phase dynamics of two-component Bose–Einstein condensates: Collapse–revival of macroscopic superposition states,2005
420777526,Chapter 3 - Nonlinear and quantum optics of atomic and molecular fields,2005
213461966,Development of a degenerate fermion chip trap,2005
489088824,Assessment of interspecies scattering lengths a12 from stability of two-component Bose-Einstein condensates,2005
194758442,Chapter 5 – Optical vortices and vortex solitons,2005
3652227,Optical Vortices and Vortex Solitons,2005
139018610,Exploring Quantum Matter with Ultracold Atoms in Optical Lattices,2005
198481788,DYNAMICS OF BRIGHT MATTER WAVE SOLITONS IN A BOSE EINSTEIN CONDENSATE,2005
232835199,Trapping Fermionic 40K and Bosonic 87Rb on a Chip,2005
91002131,Partially ferromagnetic electromagnet for trapping and cooling neutral atoms to quantum degeneracy,2005
314941705,Manipulation of Ultra-Cold Atoms Using Radio-Frequency and Microwave Radiation,2005
404207606,Calculations of the Elastic Scattering Properties of Ultra-cold Francium Isotopes,2005
148692038,Extra-heating mechanism in Doppler cooling experiments,2005
153690265,Rotating Bose-Einstein Condensates,2005
240975507,Generation of dark solitons in oscillating Bose–Einstein condensates,2005
95761888,Controlling ultracold gases on the quantum level,2005
138114085,SPIN-POLARIZED ATOMIC HYDROGEN IN THE STATIC FLUCTUATION APPROXIMATION,2005
290848422,Ideal Fermi gases in harmonic oscillator potential traps,2005
219291010,Splitting and trapping of bose-condensed gases in multi-wells,2005
37726397,Adomian's decomposition method for eigenvalue problems,2005
258965921,ACCURATE DENSITY OF STATES FOR CONDENSED 87 Rb IN ANISOTROPIC HARMONIC OSCILLATOR CONFINING POTENTIAL TRAP,2006
119231216,Bose–Einstein condensation of exciton polaritons,2006
114230479,coherence properties of microcavity polaritons: from parametric scattering to bose-einstein condensation,2006
256177895,An atom-sorting machine,2006
350632446,Quantum-optical spectroscopy of semiconductors,2006
97752099,Novel Trapping Techniques For Shaping,2006
233804444,Soliton dynamics and scattering,2006
198265989,Spin noise spectroscopy to probe quantum states of ultracold fermionic atom gases,2006
127439795,Bose–Einstein condensates in microgravity,2006
267647908,Time-evolution of a trapped Bose-Einstein condensation in a quantum cavity,2006
59963944,thermodynamics and superfluidity of a strongly interacting fermi gas,2006
168791055,Quantized vortices in a Bose-Einstein condensate: thermal activation and dynamic nucleation,2006
419388025,Direct observation of the superfluid phase transition in ultracold Fermi gases.,2006
154589599,thermodynamics and superfluidity of a strongly interacting fermi gas,2006
107515273,Faculty of Physics and Astronomy,2006
278523612,Efficient and spectrally accurate numerical methods for computing ground and first excited states in Bose-Einstein condensates,2006
485605212,Construction and Quantum Zeno Experiments,2006
466905221,Experimental realization of BCS-BEC crossover physics with a Fermi gas of atoms,2006
394477782,Molecule formation in ultracold atomic gases,2006
461444970,Wave turbulence and vortices in Bose-Einstein condensation,2006
444520269,Coherent matter wave inertial sensors for precision measurements in space,2006
384927039,Generation of generalized coherent states with two coupled Bose–Einstein condensates,2006
428524176,Monte Carlo wavefunction approach to the dissipative quantum-phase dynamics of two-component Bose-Einstein condensates,2006
298264235,Beam Quality of a Nonideal Atom Laser,2006
162611149,Tonks-Girardeau gas in an optical lattice: Effects of a local potential,2006
470336706,Hybrid apparatus for Bose-Einstein condensation and cavity quantum electrodynamics: Single atom detection in quantum degenerate gases,2006
344836755,Bose–Einstein condensates: Analytical methods for the Gross–Pitaevskii equation,2006
482265838,Quantum tunneling of magnetization in dipolar spin-1 condensates under external fields,2006
459579146,Vortex state in a Bose-Fermi mixture with attraction between bosons and fermions,2006
97194631,Quantized vortices in superfluid helium and Bose-Einstein condensates,2006
102221100,THREE-MODE ENTANGLED STATE OF AN ATOMIC BOSE–EINSTEIN CONDENSATE IN A THREE-WELL POTENTIAL,2006
208833930,thermodynamics and superfluidity of a strongly interacting fermi gas,2006
317331792,"Goldstone theorem, Hugenholtz-Pines theorem, and Ward-Takahashi relation in finite volume Bose-Einstein condensed gases",2006
166539507,thermodynamics and superfluidity of a strongly interacting fermi gas,2006
23046861,BRIGHT SOLITONS MANAGED BY FESHBACH RESONANCE IN BOSE EINSTEIN CONDENSATES,2006
274693191,SPATIAL RESONANCE OVERLAP IN BOSE–EINSTEIN CONDENSATES IN SUPERLATTICE POTENTIALS,2006
254612478,Bose-Einstein solitons in time-dependent linear potential,2006
438777403,Electron bubbles in helium clusters. II. Probing superfluidity,2006
54549889,Dynamics of Rotating Bose--Einstein Condensates and its Efficient and Accurate Numerical Computation,2006
149367578,Quantized vortices in superfluid helium and Bose-Einstein condensates,2006
287373094,Degenerate Bose-Fermi mixture of metastable atoms,2006
168192251,BOSONS IN OPTICAL LATTICES,2006
88726281,Feshbach resonances in cold atomic gases,2006
121830950,Dynamics of a spin 1 ferromagnetic condensate,2006
403549455,ON SUPERFLUIDITY AND SUPPRESSED LIGHT SCATTERING IN BECs,2006
226437062,Experimental motivation and empirical consistency in minimal no-collapse quantum mechanics,2006
308610996,Unitarily inequivalent vacua in Bose–Einstein condensation of trapped gases,2006
75113628,Dependence of the cloud size on interactions for a trapped degenerate ultracold plasma,2006
256685966,Spatial dispersive shock waves generated in supersonic flow of Bose¿Einstein condensate past slender body,2006
429352181,Probing phonon-rotation coupling in helium nanodroplets : Infrared spectroscopy of CO and its isotopomers,2006
6999455,QUANTUM EFFECTS IN THE THREE-DIMENSIONAL DILUTE BOSE SYSTEM AT FINITE TEMPERATURE: RENORMALIZATION GROUP APPROACH,2006
407527922,1D stability analysis of filtering and controlling the solitons in Bose-Einstein condensates,2006
354223522,Production of a chromium Bose–Einstein condensate,2006
368787166,Practical scheme to realize 2D array of BECs on an atom chip: novel 2D magneto-optical and magnetic lattices.,2006
420246506,Dynamics and manipulation of matter-wave solitons in optical superlattices,2006
344240932,Quantum resonance and antiresonance for a periodically kicked Bose-Einstein condensate in a one-dimensional box,2006
326135653,Construção de uma armadilha de dipolo com laser de CO2.,2006
374330620,Large atom number Bose-Einstein condensate machines,2006
111104071,Raman-Induced Oscillation between an Atomic and a Molecular Quantum Gas,2006
267796100,Phase transitions in small systems: Microcanonical vs. canonical ensembles,2006
437426958,Aufbau einer Messapparatur zur Laserkühlung und hochauflösende Rydberg-Spektroskopie an 87 Rb-Atomen,2006
264405845,Many body effects in the transport of Bose Einstein Condensates,2006
230725045,Refroidissement par évaporation d'un jet atomique guidé magnétiquement,2006
182470451,Parallelization of the quantum dynamics code for cluster architecture and its applications to the Gross–Pitaevskii equation,2006
116998602,Production of Cold Molecules via Magnetically Tunable Feshbach Resonances,2006
259132461,Resonance reactions and enhancement of weak interactions in collisions of cold molecules,2006
346616864,Effects of interaction in Bose-Einstein condensates,2006
381393456,Coherence Length of Cold Exciton Gases in Coupled Quantum Wells,2006
128788539,Beyond the dilute Bose gas,2006
412603969,Analysis of an atom laser based on the spatial control of the scattering length,2006
327590333,MAPPING OF LITERATURE ON BOSE - EINSTEIN CONDENSATION,2006
141531937,Bose–Einstein condensation of quasi-equilibrium magnons at room temperature under pumping,2006
43437502,Many-body correlations and excitonic effects in semiconductor spectroscopy,2006
36457238,Realization and research of optically-trapped quantum degenerate gases,2006
220948831,Self-Sustained Oscillations in a Large Magneto-Optical Trap,2006
325205298,Kinetics of the evaporative cooling of an atomic beam,2006
272898350,Vortices and ring solitons in Bose-Einstein condensates,2006
444981954,Experiments with Bose-Einstein condensates in a double-well potential,2006
280230247,Novel trapping techniques for shaping Bose-Einstein condensates,2006
64400703,Three-body recombination of ultracold Bose gases using the truncated Wigner method,2006
311695438,Tapered-amplified antireflection-coated laser diodes for potassium and rubidium atomic-physics experiments,2006
370820165,Fisher information contains all HO-quantum-statistics already at the semiclassical level,2006
470389608,Fluctuations in Ideal and Interacting Bose–Einstein Condensates: From the Laser Phase Transition Analogy to Squeezed States and Bogoliubov Quasiparticles ⁎,2006
12345346,Efficient loading of a He* magneto-optic trap using a liquid He cooled source,2006
392557033,Manipulation of slow molecular beams by static external fields,2006
44389540,Bose-Fermi mixtures in optical lattices,2006
81513760,Superfluid regimes in degenerate Fermi gases,2006
418973574,Kinetic helicity of vortex in Bose-Einstein condensates,2006
365685502,Bose–Einstein condensation in magnetic materials,2006
101958153,Large deviations for trapped interacting Brownian particles and paths,2006
92589928,"Transformations for a generalized variable-coefficient Korteweg–de Vries model from blood vessels, Bose–Einstein condensates, rods and positons with symbolic computation",2006
478587988,Ultracold atoms in optical lattices: tunable quantum many-body systems,2006
238523033,Vortices in Bose-Einstein condensates: A review of the experimental results,2006
90769326,Ultraviolet light-induced atom desorption for large rubidium and potassium magneto-optical traps,2006
196017744,Simultaneous magneto-optical trapping of three atomic species,2006
486081960,Thermally induced rotons in two-dimensional dilute Bose gases,2006
494202120,Phonon Superfluids in Sets of Trapped Ions,2006
152340382,Vortex structure of Gross–Pitaevskii model,2006
166433974,Axicon lens for coherent matter waves,2006
439743435,The Phase of a Bose-Einstein Condensate,2006
136582560,Experimental Realization of the BCS-BEC Crossover with a Fermi Gas of Atoms,2006
326205336,Quantum Optics of Ultra-Cold Molecules,2006
412247345,Unusual condensates in quark and atomic systems,2006
283712450,A basis-set based Fortran program to solve the Gross-Pitaevskii equation for dilute Bose gases in harmonic and anharmonic traps,2006
50387480,Dynamic condensation of semiconductor microcavity polaritons,2006
21362002,Coherent Spin Dynamics of a Spin-1 Bose-Einstein Condensate,2006
263072309,Refroidissement par vaporation d'un jet atomique guid magntiquement,2006
305944560,Density correlations in ultracold atomic Fermi gases,2007
442377150,A bosonic Josephson junction,2007
488108614,Behavior of a Bose-Einstein condensate containing a large number of atoms interacting through a finite-range interatomic interaction,2007
448309563,Ultracold atomic gases in optical lattices: mimicking condensed matter physics and beyond,2007
310445325,Role of scaling limits in the rigorous analysis of Bose-Einstein condensation,2007
403018497,Coherent Decay of Bose-Einstein Condensates,2007
253455460,Soliton trains and vortex streets as a form of Cerenkov radiation in trapped Bose-Einstein condensates,2007
427532865,Transfer of ultracold 87Rb from a QUIC magnetic trap into a far off resonance optical trap,2007
128534439,Stability and Mobility of Localized and Extended Excitations in Nonlinear Schrödinger Models,2007
192890259,Collective modes in a uniform Fermi gas with Feshbach resonances,2007
328430846,Stable and unstable regimes in Bose-Fermi mixtures with attraction between components,2007
470362660,Far-off-resonant ring trap near the ends of optical fibers,2007
140208517,Dynamics of rotating two-component Bose-Einstein condensates and its efficient computation,2007
364524383,Universality in nonadiabatic behavior of classical actions in nonlinear models of Bose-Einstein condensates.,2007
36057605,Singularities of Berry connections inhibit the accuracy of the adiabatic approximation,2007
91804029,Bose-Einstein condensation temperature of dipolar gas in anisotropic harmonic trap,2007
454485742,Tunneling in the Energy Domain,2007
293403783,Vibrational and rotational bound states in floppy triatomic systems : The distributed Gaussian functions approach,2007
277729589,Probing Coherence During Bose-Einstein Condensation,2007
138276698,Hirota method for the nonlinear Schrodinger equation with an arbitrary linear time-dependent potential,2007
286773704,Features of dynamics of stimulated atomic-molecular Raman conversion in a Bose-Einstein condensate,2007
248400996,Vortex formation by merging and interference of multiple trapped Bose -Einstein condensates,2007
209710177,Nonlinear Scattering of Bose-Einstein Condensates on a Finite Barrier,2007
167253473,Collective excitations of a 1D Bose–Einstein condensate in an anharmonic trap,2007
410243565,Quantum Degenerate Fermi Gases of Ytterbium Atoms,2007
58858054,Freely decaying Turbulence and Bose–Einstein Condensation in Gross–Pitaevski Model,2007
228925396,Interacting Brownian motions and the Gross-Pitaevskii formula,2007
280806819,FIFTY YEARS OF HARD-SPHERE BOSE GAS: 1957–2007,2007
59766284,Bose-Einstein condensation in the relativistic ideal Bose gas,2007
22633379,"BEC–BCS crossover, phase transitions and phase separation in polarized resonantly-paired superfluids",2007
184720593,Density correlations of an ultra-cold quantum gas in the vicinity of Bose-Einstein condensation,2007
255233581,Ensemble averaged coherent state path integral for disordered bosons with a repulsive interaction (Derivation of mean field equations),2007
149561514,Active cancellation of stray magnetic fields in a Bose-Einstein condensation experiment,2007
308095959,Diagram rules for a chain of entangled ultracold atoms in optical lattices,2007
356485359,Three-dimensional dilute Bose liquid at finite temperature: a Renormalization Group approach,2007
157679513,Dynamics of a Spin 1 Ferromagnetic Condensate,2007
110370406,The one-dimensional asymmetric Hubbard model at partial band filling,2007
404525383,Change in the adiabatic invariant in a nonlinear two-mode model of Feshbach resonance passage,2007
368475490,Instability of Bose-Einstein condensates moving in optical lattices,2007
72498325,New Quantum Statistics and the Theory of Bose-Einstein Condensation,2007
120425676,Cold hydrogen-hydrogen scattering using CCA model,2007
222818582,Stability and entanglement in optical-atomic amplification of trapped atoms : The role of atomic collisions,2007
220517087,Bose-Einstein condensates and thermal field theory,2007
47095376,INTERACTING BOSE GAS CONFINED BY AN EXTERNAL POTENTIAL,2007
31391236,RUBIDIUM BOSE–EINSTEIN CONDENSATE UNDER MICROGRAVITY,2007
143094164,Studies of bosons in optical lattices in a harmonic potential,2007
379931215,A study of spin-polarized atomic hydrogen in the Brueckner–Bethe–Goldstone theory,2007
217247992,Semiclassical information from deformed and escort information measures,2007
49461278,Atom interferometers and optical atomic clocks: New quantum sensors for fundamental physics experiments in space,2007
53175189,A freely falling magneto-optical trap drop tower experiment,2007
3466571,FUNDAMENTAL PHYSICS ACTIVITIES IN THE HME DIRECTORATE OF THE EUROPEAN SPACE AGENCY,2007
236862028,Control of nonlinear modes by scattering-length management in Bose-Einstein condensates,2007
30304588,Quantum degeneracy in an attractive bosonic system,2007
304318889,Quality of potential harmonics expansion method for dilute Bose-Einstein condensate,2007
491938062,Vortex-nucleating Zeeman resonance in axisymmetric rotating Bose-Einstein condensates.,2007
49243462,Large atom number Bose-Einstein condensate of sodium,2007
71416598,Applications of the functional renormalization group to quantum liquids,2007
387005408,Ground states and dynamics of rotating Bose-Einstein condensates,2007
312737688,COHERENT ATOM SOURCES FOR ATOM INTERFEROMETRY IN SPACE: THE ICE PROJECT,2007
52670425,Spatiotemporal dynamics of Bose-Einstein condensates in moving optical lattices,2007
82213363,Critical temperature of weakly interacting dipolar condensates.,2007
21403429,Convergence rate of dimension reduction in Bose–Einstein condensates,2007
